,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,SCORE 1,SCORE 2,SCORE 3,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,AVG SCORE,SPREAD
846,424,621f79e243b89009366c8984,2021-08-12T22:00:00.000Z,Juankbell#7458,iviangita#3204,"for joining the TEC Community Call 44 🙏🏼 😊  

https://youtu.be/OuKZZFG-5xA",1,5,1,eduardovegap#0422,Mount Manu#3530,kristofer#1475,2,4
847,426,621f79e243b89009366c8986,2021-08-12T22:00:00.000Z,karmaticacid#1218,iviangita#3204,"for joining the TEC Community Call 44 🙏🏼 😊  

https://youtu.be/OuKZZFG-5xA",1,5,1,innov8tor3#3988,acidlazzer#5796,bends#3537,2,4
848,1041,621f79e243b89009366c8c5e,2021-08-26T22:00:00.000Z,Zeptimus#3359,anna-marie#8824,for joining the TEC Agreements refresh kick-off meeting,1,3,5,AmwFund#0979,Mount Manu#3530,calazki#3961,3,4
849,179,621f79e143b89009366c8804,2021-08-05T22:00:00.000Z,Tam2140#9361,Mount Manu#3530,for reaching out to soft-commit Hatchers,5,1,5,osycross(🦎🦎)#5943,Tam2140#9361,bends#3537,3,4
850,433,621f79e243b89009366c898d,2021-08-12T22:00:00.000Z,Zeptimus#3359,iviangita#3204,"for joining the TEC Community Call 44 🙏🏼 😊  

https://youtu.be/OuKZZFG-5xA",1,5,1,AmwFund#0979,Mount Manu#3530,calazki#3961,2,4
851,1047,621f79e243b89009366c8c64,2021-08-26T22:00:00.000Z,David (please DYOR...)#4116,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,5,3,1,teaci#6108,Zeptimus#3359,kristofer#1475,3,4
852,910,621f79e243b89009366c8bcb,2021-08-26T22:00:00.000Z,anna-marie#8824,iviangita#3204,for a very nice call with Eduardo,5,3,1,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,3,4
853,1054,621f79e243b89009366c8c6b,2021-08-26T22:00:00.000Z,mheuer#9922,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,5,3,1,innov8tor3#3988,Zeptimus#3359,bends#3537,3,4
854,100,621f79e143b89009366c87b5,2021-08-05T22:00:00.000Z,eduardovegap#0422,iviangita#3204,for coming to the Hatch Party and helping get extra people putting tokens into TEC,3,1,5,PhilH#1102,Parrachia#0450,kristofer#1475,3,4
855,710,621f79e243b89009366c8ac7,2021-08-20T22:00:00.000Z,mheuer#9922,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,5,3,1,innov8tor3#3988,Zeptimus#3359,bends#3537,3,4
856,480,621f79e243b89009366c89d2,2021-08-15T22:00:00.000Z,ZER8🧠#9093,iviangita#3204,for joining the Transparency WG sync call,1,5,1,eduardovegap#0422,Mount Manu#3530,bends#3537,2,4
857,609,621f79e243b89009366c8a54,2021-08-19T22:00:00.000Z,Jsimbouras#2339,iviangita#3204,for joining the 45th Community Call https://youtu.be/bXEvVQmmWnI,1,5,1,AmwFund#0979,acidlazzer#5796,kristofer#1475,2,4
858,1134,621f79e243b89009366c8cbf,2021-08-30T22:00:00.000Z,Zeptimus#3359,Suga#8514,for attending the SoftGov call this week and engaging with me as guest host on a discussion of “intellectual humility”.,1,5,3,AmwFund#0979,Mount Manu#3530,calazki#3961,3,4
859,45,621f79e143b89009366c877a,2021-08-03T22:00:00.000Z,Mount Manu#3530,liviade#1387,for joining soft gov yesterday and sharing very important insights!,5,3,1,PhilH#1102,Parrachia#0450,divine_comedian#5493,3,4
860,605,621f79e243b89009366c8a50,2021-08-19T22:00:00.000Z,AmwFund#0979,iviangita#3204,for joining the 45th Community Call https://youtu.be/bXEvVQmmWnI,1,5,1,eduardovegap#0422,acidlazzer#5796,bends#3537,2,4
861,36,621f79e143b89009366c8771,2021-08-02T22:00:00.000Z,santigs#9769,chuygarcia.eth#6692,"for attending the comms weekly wg, missed all of you tons 🥲",1,5,1,innov8tor3#3988,acidlazzer#5796,enti#1546,2,4
862,826,621f79e243b89009366c8b77,2021-08-25T22:00:00.000Z,anna-marie#8824,Zeptimus#3359,for the warm welcoming to the new commers!!,5,1,5,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,3,4
863,32,621f79e143b89009366c876d,2021-08-02T22:00:00.000Z,Zeptimus#3359,chuygarcia.eth#6692,"for attending the comms weekly wg, missed all of you tons 🥲",1,5,3,AmwFund#0979,Mount Manu#3530,calazki#3961,3,4
864,1133,621f79e243b89009366c8cbe,2021-08-30T22:00:00.000Z,Jolie_Ze#0295,Suga#8514,for attending the SoftGov call this week and engaging with me as guest host on a discussion of “intellectual humility”.,3,5,1,PhilH#1102,Mount Manu#3530,kristofer#1475,3,4
865,612,621f79e243b89009366c8a57,2021-08-19T22:00:00.000Z,karmaticacid#1218,iviangita#3204,for joining the 45th Community Call https://youtu.be/bXEvVQmmWnI,1,5,1,innov8tor3#3988,acidlazzer#5796,bends#3537,2,4
866,63,621f79e143b89009366c8790,2021-08-03T22:00:00.000Z,durgadas#9280,solsista#5370,for participating in the 0mega working group,5,5,1,Sha#6179,Parrachia#0450,Mettodo#7010,3,4
867,613,621f79e243b89009366c8a58,2021-08-19T22:00:00.000Z,divine_comedian#5493,iviangita#3204,for joining the 45th Community Call https://youtu.be/bXEvVQmmWnI,1,5,3,PhilH#1102,acidlazzer#5796,calazki#3961,3,4
868,615,621f79e243b89009366c8a5a,2021-08-19T22:00:00.000Z,solsista#5370,iviangita#3204,for joining the 45th Community Call https://youtu.be/bXEvVQmmWnI,1,5,1,teaci#6108,acidlazzer#5796,kristofer#1475,2,4
869,1139,621f79e243b89009366c8cc4,2021-08-30T22:00:00.000Z,eduardovegap#0422,Suga#8514,for attending the SoftGov call this week and engaging with me as guest host on a discussion of “intellectual humility”.,1,5,1,PhilH#1102,Parrachia#0450,kristofer#1475,2,4
870,619,621f79e243b89009366c8a5e,2021-08-19T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for joining the 45th Community Call https://youtu.be/bXEvVQmmWnI,1,5,1,AmwFund#0979,Mount Manu#3530,calazki#3961,2,4
871,625,621f79e243b89009366c8a64,2021-08-19T22:00:00.000Z,Caeser (PST)#0046,iviangita#3204,for joining the 45th Community Call https://youtu.be/bXEvVQmmWnI,1,5,1,PhilH#1102,Mount Manu#3530,kristofer#1475,2,4
872,8,621f79e143b89009366c8755,2021-08-01T22:00:00.000Z,DanKnobelsdorf#0326,Zeptimus#3359,for joining the transparency call and participate with great feedback!!⚡,5,3,1,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,3,4
873,694,621f79e243b89009366c8ab7,2021-08-20T22:00:00.000Z,Zeptimus#3359,Jolie_Ze#0295,for the wayfinding on how to plug in and contribute,5,5,1,AmwFund#0979,Mount Manu#3530,calazki#3961,3,4
874,271,621f79e243b89009366c88e9,2021-08-11T22:00:00.000Z,Media#1337,anna-marie#8824,for attending an onboarding call,3,5,1,osycross(🦎🦎)#5943,Mount Manu#3530,Mettodo#7010,3,4
875,698,621f79e243b89009366c8abb,2021-08-20T22:00:00.000Z,David (please DYOR...)#4116,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,5,3,1,teaci#6108,Zeptimus#3359,kristofer#1475,3,4
876,198,621f79e143b89009366c8817,2021-08-05T22:00:00.000Z,liviade#1387,Mount Manu#3530,"for reaching out to a Steward, at a personal level, at a time when he needed it most 🧚🏻‍♀️",8,8,5,Sha#6179,tigeroid#2951,Mettodo#7010,7,3
878,816,621f79e243b89009366c8b6c,2021-08-25T22:00:00.000Z,"griff (💜, 💜)#8888","griff (💜, 💜)#8888",for hacking on the notes for the Hatch improvements,5,8,5,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,6,3
880,517,621f79e243b89009366c89f8,2021-08-17T22:00:00.000Z,ZER8🧠#9093,Mount Manu#3530,for joining me on a social conversation that has developed into work-related tasks & issues,8,5,8,eduardovegap#0422,Mount Manu#3530,bends#3537,7,3
882,789,621f79e243b89009366c8b47,2021-08-23T22:00:00.000Z,Tam2140#9361,liviade#1387,"for helping me ground in our weekly sync, for being a loving and careful friend and for bringing grand work contributions to every meeting 🌹 ❤️",8,5,5,osycross(🦎🦎)#5943,Tam2140#9361,bends#3537,6,3
888,191,621f79e143b89009366c8810,2021-08-05T22:00:00.000Z,Suga#8514,Mount Manu#3530,for making the Paris trip possible ✈️,8,5,5,eduardovegap#0422,tigeroid#2951,Mettodo#7010,6,3
890,83,621f79e143b89009366c87a4,2021-08-04T22:00:00.000Z,"griff (💜, 💜)#8888",Nuggan#5183,for reviewing my code and @Mount Manu for the user feedback and proactively searching for collaboration possibilities,5,8,8,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,7,3
892,528,621f79e243b89009366c8a03,2021-08-18T22:00:00.000Z,Suga#8514,divine_comedian#5493,for consistently publishing community updates,8,8,5,eduardovegap#0422,tigeroid#2951,Mettodo#7010,7,3
894,1141,621f79e243b89009366c8cc6,2021-08-30T22:00:00.000Z,divine_comedian#5493,Suga#8514,for attending the SoftGov call this week and engaging with me as guest host on a discussion of “intellectual humility”.,5,5,8,PhilH#1102,acidlazzer#5796,calazki#3961,6,3
895,272,621f79e243b89009366c88ea,2021-08-11T22:00:00.000Z,Media#1337,anna-marie#8824,for getting their TS application in super quickly so that they could be a part of the hatch,8,8,5,osycross(🦎🦎)#5943,Mount Manu#3530,Mettodo#7010,7,3
897,274,621f79e243b89009366c88ec,2021-08-11T22:00:00.000Z,taxil#8577,anna-marie#8824,for getting their TS application in super quickly so that they could be a part of the hatch,5,8,5,PhilH#1102,acidlazzer#5796,Mettodo#7010,6,3
898,275,621f79e243b89009366c88ed,2021-08-11T22:00:00.000Z,GideonRo#3175,anna-marie#8824,for such thoughtful input on forum posts and finding my joke about chickens funny,8,5,5,osycross(🦎🦎)#5943,Parrachia#0450,bends#3537,6,3
900,979,621f79e243b89009366c8c10,2021-08-26T22:00:00.000Z,Suga#8514,iviangita#3204,for onboarding and all the inclusion initiatives you’re taking on,8,8,5,eduardovegap#0422,tigeroid#2951,Mettodo#7010,7,3
908,124,621f79e143b89009366c87cd,2021-08-05T22:00:00.000Z,AmwFund#0979,iviangita#3204,for helping with the hatchers outreach,8,8,5,eduardovegap#0422,acidlazzer#5796,bends#3537,7,3
912,569,621f79e243b89009366c8a2c,2021-08-19T22:00:00.000Z,Suga#8514,iviangita#3204,for ce of nature and she gets everything out even she’s on vacation,8,5,8,eduardovegap#0422,tigeroid#2951,Mettodo#7010,7,3
914,69,621f79e143b89009366c8796,2021-08-04T22:00:00.000Z,AmwFund#0979,Zeptimus#3359,"for his support on medium, to make shermin a writer!",8,8,5,eduardovegap#0422,acidlazzer#5796,bends#3537,7,3
922,849,621f79e243b89009366c8b8e,2021-08-26T22:00:00.000Z,liviade#1387,iviangita#3204,for the incredible the TEC Covenant and the Reward System posts in the forum,5,8,8,Sha#6179,tigeroid#2951,Mettodo#7010,7,3
923,881,621f79e243b89009366c8bae,2021-08-26T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for being such an amazing leader and inspiring so many of us,8,5,5,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,6,3
926,598,621f79e243b89009366c8a49,2021-08-19T22:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for sharing awesome tools that might be helpful for Transparency! 🛠️,8,5,5,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,6,3
927,231,621f79e143b89009366c8841,2021-08-05T22:00:00.000Z,KZ Flyer#0926,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,3,1,1,Sha#6179,Tam2140#9361,Mettodo#7010,1,2
928,230,621f79e143b89009366c8840,2021-08-05T22:00:00.000Z,innov8tor3#3988,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,3,3,1,Sha#6179,acidlazzer#5796,bends#3537,2,2
929,70,621f79e143b89009366c8797,2021-08-04T22:00:00.000Z,natesuits#4789,Juankbell#7458,for sharing with me a great book about organizational identity. We are promoting a narrative of authenticity and true self to minimize the rigidity of shared defenses.,5,5,3,innov8tor3#3988,Parrachia#0450,calazki#3961,4,2
930,990,621f79e243b89009366c8c1b,2021-08-26T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for answering all of Zep’s questions,5,3,5,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,4,2
931,758,621f79e243b89009366c8b28,2021-08-23T22:00:00.000Z,Tam2140#9361,liviade#1387,for joining softgov today 💙,3,1,1,osycross(🦎🦎)#5943,Tam2140#9361,bends#3537,1,2
932,267,621f79e243b89009366c88e5,2021-08-11T22:00:00.000Z,anna-marie#8824,divine_comedian#5493,for their comments on the CCD figma,5,3,3,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,3,2
933,239,621f79e143b89009366c8849,2021-08-05T22:00:00.000Z,drllau#2628,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,1,3,1,teaci#6108,acidlazzer#5796,kristofer#1475,1,2
934,234,621f79e143b89009366c8844,2021-08-05T22:00:00.000Z,anna-marie#8824,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,1,3,1,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,1,2
935,62,621f79e143b89009366c878f,2021-08-03T22:00:00.000Z,Mount Manu#3530,solsista#5370,for participating in the 0mega working group,1,3,1,PhilH#1102,Parrachia#0450,divine_comedian#5493,1,2
936,1142,621f79e243b89009366c8cc7,2021-08-30T22:00:00.000Z,David (please DYOR...)#4116,Suga#8514,for attending the SoftGov call this week and engaging with me as guest host on a discussion of “intellectual humility”.,3,1,1,teaci#6108,Zeptimus#3359,kristofer#1475,1,2
937,154,621f79e143b89009366c87eb,2021-08-05T22:00:00.000Z,liviade#1387,iviangita#3204,for joining the TEC Community Call https://youtu.be/SOkA5xfC39k,1,3,1,Sha#6179,tigeroid#2951,Mettodo#7010,1,2
938,746,621f79e243b89009366c8b1c,2021-08-23T22:00:00.000Z,Juankbell#7458,chuygarcia.eth#6692,"for attending the Comms WG, it's beautiful to be back <:TEC:835016327542210560> 🙂",1,3,1,eduardovegap#0422,Mount Manu#3530,kristofer#1475,1,2
939,7,621f79e143b89009366c8754,2021-08-01T22:00:00.000Z,Juankbell#7458,Zeptimus#3359,for joining the transparency call and participate with great feedback!!⚡,3,5,3,eduardovegap#0422,Mount Manu#3530,kristofer#1475,3,2
940,759,621f79e243b89009366c8b29,2021-08-23T22:00:00.000Z,Zeptimus#3359,liviade#1387,for joining softgov today 💙,1,3,3,AmwFund#0979,Mount Manu#3530,calazki#3961,2,2
941,1145,621f79e243b89009366c8cca,2021-08-30T22:00:00.000Z,durgadas#9280,Suga#8514,for attending the SoftGov call this week and engaging with me as guest host on a discussion of “intellectual humility”.,3,5,3,Sha#6179,Parrachia#0450,Mettodo#7010,3,2
942,72,621f79e143b89009366c8799,2021-08-04T22:00:00.000Z,durgadas#9280,Juankbell#7458,for always sharing super interesting videos about (not) managing complexity https://www.youtube.com/watch?v=gaFQJaQTXhY,5,5,3,Sha#6179,Parrachia#0450,Mettodo#7010,4,2
943,1076,621f79e243b89009366c8c82,2021-08-26T22:00:00.000Z,David (please DYOR...)#4116,David (please DYOR...)#4116,for attending the COMMS Strategy Hack today!   Cohesion.  Clarity.  Comittment.  Thanks everyone!,5,3,5,teaci#6108,Zeptimus#3359,kristofer#1475,4,2
944,151,621f79e143b89009366c87e8,2021-08-05T22:00:00.000Z,Juankbell#7458,iviangita#3204,for joining the TEC Community Call https://youtu.be/SOkA5xfC39k,3,3,1,eduardovegap#0422,Mount Manu#3530,kristofer#1475,2,2
945,213,621f79e143b89009366c882e,2021-08-05T22:00:00.000Z,Juankbell#7458,iviangita#3204,for attending the Legal WG meeting,1,3,1,eduardovegap#0422,Mount Manu#3530,kristofer#1475,1,2
946,9,621f79e143b89009366c8756,2021-08-01T22:00:00.000Z,Mount Manu#3530,Zeptimus#3359,for joining the transparency call and participate with great feedback!!⚡,3,3,1,PhilH#1102,Parrachia#0450,divine_comedian#5493,2,2
947,201,621f79e143b89009366c881a,2021-08-05T22:00:00.000Z,acidlazzer#5796,Mount Manu#3530,for their initiative in Comms 💪🏻,3,1,3,AmwFund#0979,Tam2140#9361,divine_comedian#5493,2,2
948,30,621f79e143b89009366c876b,2021-08-02T22:00:00.000Z,Mount Manu#3530,chuygarcia.eth#6692,"for attending the comms weekly wg, missed all of you tons 🥲",3,1,1,PhilH#1102,Parrachia#0450,divine_comedian#5493,1,2
949,1050,621f79e243b89009366c8c67,2021-08-26T22:00:00.000Z,KZ Flyer#0926,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,3,1,1,Sha#6179,Tam2140#9361,Mettodo#7010,1,2
950,1052,621f79e243b89009366c8c69,2021-08-26T22:00:00.000Z,T Wells#9070,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,3,1,1,teaci#6108,Vyvy-vi#5040,Mettodo#7010,1,2
951,1053,621f79e243b89009366c8c6a,2021-08-26T22:00:00.000Z,ALOYSIOUS#3049,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,3,1,1,Sha#6179,Tam2140#9361,Usua◎ Silver#2618,1,2
952,751,621f79e243b89009366c8b21,2021-08-23T22:00:00.000Z,Suga#8514,chuygarcia.eth#6692,"for attending the Comms WG, it's beautiful to be back <:TEC:835016327542210560> 🙂",1,3,1,eduardovegap#0422,tigeroid#2951,Mettodo#7010,1,2
953,1126,621f79e243b89009366c8cb6,2021-08-30T22:00:00.000Z,Tam2140#9361,chuygarcia.eth#6692,for attending our Comms WG and enriching our proposal for the commsdao,3,3,5,osycross(🦎🦎)#5943,Tam2140#9361,bends#3537,3,2
954,708,621f79e243b89009366c8ac5,2021-08-20T22:00:00.000Z,ALOYSIOUS#3049,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,3,1,1,Sha#6179,Tam2140#9361,Usua◎ Silver#2618,1,2
955,43,621f79e143b89009366c8778,2021-08-03T22:00:00.000Z,Juankbell#7458,liviade#1387,for joining soft gov yesterday and sharing very important insights!,3,5,3,eduardovegap#0422,Mount Manu#3530,kristofer#1475,3,2
956,167,621f79e143b89009366c87f8,2021-08-05T22:00:00.000Z,Juankbell#7458,Mount Manu#3530,for involving acidlazzer in Gravity,3,3,5,eduardovegap#0422,Mount Manu#3530,kristofer#1475,3,2
957,44,621f79e143b89009366c8779,2021-08-03T22:00:00.000Z,natesuits#4789,liviade#1387,for joining soft gov yesterday and sharing very important insights!,5,5,3,innov8tor3#3988,Parrachia#0450,calazki#3961,4,2
958,706,621f79e243b89009366c8ac3,2021-08-20T22:00:00.000Z,WhyldWanderer#7002,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,3,3,1,Sha#6179,Mount Manu#3530,kristofer#1475,2,2
959,129,621f79e143b89009366c87d2,2021-08-05T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for meeting Eduardo in person,5,3,5,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,4,2
960,1017,621f79e243b89009366c8c36,2021-08-26T22:00:00.000Z,Zeptimus#3359,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",1,3,1,AmwFund#0979,Mount Manu#3530,calazki#3961,1,2
961,212,621f79e143b89009366c882d,2021-08-05T22:00:00.000Z,liviade#1387,iviangita#3204,for attending the Legal WG meeting,3,3,1,Sha#6179,tigeroid#2951,Mettodo#7010,2,2
962,1014,621f79e243b89009366c8c33,2021-08-26T22:00:00.000Z,Tam2140#9361,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",3,1,1,osycross(🦎🦎)#5943,Tam2140#9361,bends#3537,1,2
963,1013,621f79e243b89009366c8c32,2021-08-26T22:00:00.000Z,Suga#8514,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",1,3,1,eduardovegap#0422,tigeroid#2951,Mettodo#7010,1,2
964,1011,621f79e243b89009366c8c30,2021-08-26T22:00:00.000Z,nic#9212,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",3,1,3,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,2,2
965,1137,621f79e243b89009366c8cc2,2021-08-30T22:00:00.000Z,Juankbell#7458,Suga#8514,for attending the SoftGov call this week and engaging with me as guest host on a discussion of “intellectual humility”.,1,3,1,eduardovegap#0422,Mount Manu#3530,kristofer#1475,1,2
966,79,621f79e143b89009366c87a0,2021-08-04T22:00:00.000Z,acidlazzer#5796,Zeptimus#3359,"for finding an error on the common swarm tittle on youtube, mutual monitoring 😄",5,3,3,AmwFund#0979,Tam2140#9361,divine_comedian#5493,3,2
967,50,621f79e143b89009366c877f,2021-08-03T22:00:00.000Z,eduardovegap#0422,liviade#1387,for joining soft gov yesterday and sharing very important insights!,1,1,3,PhilH#1102,Parrachia#0450,kristofer#1475,1,2
968,168,621f79e143b89009366c87f9,2021-08-05T22:00:00.000Z,iviangita#3204,Mount Manu#3530,for their contributions in Comms,1,1,3,innov8tor3#3988,Zeptimus#3359,enti#1546,1,2
969,1007,621f79e243b89009366c8c2c,2021-08-26T22:00:00.000Z,Juankbell#7458,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",1,3,1,eduardovegap#0422,Mount Manu#3530,kristofer#1475,1,2
970,747,621f79e243b89009366c8b1d,2021-08-23T22:00:00.000Z,Zeptimus#3359,chuygarcia.eth#6692,"for attending the Comms WG, it's beautiful to be back <:TEC:835016327542210560> 🙂",1,3,1,AmwFund#0979,Mount Manu#3530,calazki#3961,1,2
971,266,621f79e243b89009366c88e4,2021-08-11T22:00:00.000Z,karmaticacid#1218,divine_comedian#5493,for their comments on the CCD figma,5,5,3,innov8tor3#3988,acidlazzer#5796,bends#3537,4,2
972,507,621f79e243b89009366c89ee,2021-08-16T22:00:00.000Z,natesuits#4789,liviade#1387,for joining soft gov!,1,1,3,innov8tor3#3988,Parrachia#0450,calazki#3961,1,2
973,827,621f79e243b89009366c8b78,2021-08-25T22:00:00.000Z,liviade#1387,Zeptimus#3359,for the warm welcoming to the new commers!!,3,5,3,Sha#6179,tigeroid#2951,Mettodo#7010,3,2
974,477,621f79e243b89009366c89cf,2021-08-15T22:00:00.000Z,ZER8🧠#9093,iviangita#3204,for offering ideas and feedback for the translations,3,3,5,eduardovegap#0422,Mount Manu#3530,bends#3537,3,2
975,824,621f79e243b89009366c8b74,2021-08-25T22:00:00.000Z,anna-marie#8824,Jolie_Ze#0295,for fielding my praise questions ❤️,5,3,3,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,3,2
976,786,621f79e243b89009366c8b44,2021-08-23T22:00:00.000Z,Vyvy-vi#5040,liviade#1387,for answering to messages so quick even though he is taking a study break! 🙌,3,3,5,Sha#6179,Tam2140#9361,Mettodo#7010,3,2
977,445,621f79e243b89009366c89ac,2021-08-12T22:00:00.000Z,Mettodo#7010,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,3,3,1,Sha#6179,acidlazzer#5796,bends#3537,2,2
978,701,621f79e243b89009366c8abe,2021-08-20T22:00:00.000Z,KZ Flyer#0926,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,3,1,1,Sha#6179,Tam2140#9361,Mettodo#7010,1,2
979,560,621f79e243b89009366c8a23,2021-08-19T22:00:00.000Z,Mount Manu#3530,iviangita#3204,for helping with Gravity,3,5,3,PhilH#1102,Parrachia#0450,divine_comedian#5493,3,2
980,439,621f79e243b89009366c89a6,2021-08-12T22:00:00.000Z,KZ Flyer#0926,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,3,1,1,Sha#6179,Tam2140#9361,Mettodo#7010,1,2
981,478,621f79e243b89009366c89d0,2021-08-15T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for joining the Transparency WG sync call,1,3,1,AmwFund#0979,Mount Manu#3530,calazki#3961,1,2
982,430,621f79e243b89009366c898a,2021-08-12T22:00:00.000Z,Suga#8514,iviangita#3204,"for joining the TEC Community Call 44 🙏🏼 😊  

https://youtu.be/OuKZZFG-5xA",1,3,1,eduardovegap#0422,tigeroid#2951,Mettodo#7010,1,2
983,842,621f79e243b89009366c8b87,2021-08-26T22:00:00.000Z,bradleyc#3333,iviangita#3204,for saving the TEC Hatch post forum thing,5,5,3,teaci#6108,acidlazzer#5796,kristofer#1475,4,2
984,427,621f79e243b89009366c8987,2021-08-12T22:00:00.000Z,liviade#1387,iviangita#3204,"for joining the TEC Community Call 44 🙏🏼 😊  

https://youtu.be/OuKZZFG-5xA",1,3,1,Sha#6179,tigeroid#2951,Mettodo#7010,1,2
985,602,621f79e243b89009366c8a4d,2021-08-19T22:00:00.000Z,liviade#1387,iviangita#3204,for joining the 45th Community Call https://youtu.be/bXEvVQmmWnI,1,3,1,Sha#6179,tigeroid#2951,Mettodo#7010,1,2
986,416,621f79e243b89009366c897c,2021-08-12T22:00:00.000Z,Tam2140#9361,iviangita#3204,"for joining the TEC Community Call 44 🙏🏼 😊  

https://youtu.be/OuKZZFG-5xA",3,1,1,osycross(🦎🦎)#5943,Tam2140#9361,bends#3537,1,2
987,506,621f79e243b89009366c89ed,2021-08-16T22:00:00.000Z,David (please DYOR...)#4116,liviade#1387,for joining soft gov!,3,1,1,teaci#6108,Zeptimus#3359,kristofer#1475,1,2
988,610,621f79e243b89009366c8a55,2021-08-19T22:00:00.000Z,Juankbell#7458,iviangita#3204,for joining the 45th Community Call https://youtu.be/bXEvVQmmWnI,1,3,1,eduardovegap#0422,Mount Manu#3530,kristofer#1475,1,2
989,452,621f79e243b89009366c89b3,2021-08-12T22:00:00.000Z,divine_comedian#5493,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,3,3,5,PhilH#1102,acidlazzer#5796,calazki#3961,3,2
990,594,621f79e243b89009366c8a45,2021-08-19T22:00:00.000Z,DanKnobelsdorf#0326,iviangita#3204,for showing up to so many of our community calls and getting more involved in TEC,3,3,1,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,2,2
991,617,621f79e243b89009366c8a5c,2021-08-19T22:00:00.000Z,Tam2140#9361,iviangita#3204,for joining the 45th Community Call https://youtu.be/bXEvVQmmWnI,3,1,1,osycross(🦎🦎)#5943,Tam2140#9361,bends#3537,1,2
